"Domain","Base Domain","URL","Agency","Sources","Compliant with M-15-13 and BOD 18-01","Enforces HTTPS","Strict Transport Security (HSTS)","Free of RC4/3DES and SSLv2/SSLv3","3DES","RC4","SSLv2","SSLv3","Preloaded"
"pci.nsopw.gov","nsopw.gov","https://pci.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"peoriatribe.nsopw.gov","nsopw.gov","https://peoriatribe.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"plpt.nsopw.gov","nsopw.gov","https://plpt.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"portal.nsopw.gov","nsopw.gov","https://portal.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"potawatomi.nsopw.gov","nsopw.gov","https://potawatomi.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"puebloofacoma.nsopw.gov","nsopw.gov","https://puebloofacoma.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"quapaw.nsopw.gov","nsopw.gov","https://quapaw.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"quinault.nsopw.gov","nsopw.gov","https://quinault.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"redlake.nsopw.gov","nsopw.gov","https://redlake.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"rosebud.nsopw.gov","nsopw.gov","https://rosebud.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"rsic.nsopw.gov","nsopw.gov","https://rsic.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"sacandfoxnation.nsopw.gov","nsopw.gov","https://sacandfoxnation.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"sanipueblo.nsopw.gov","nsopw.gov","https://sanipueblo.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"santaana.nsopw.gov","nsopw.gov","https://santaana.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"santee.nsopw.gov","nsopw.gov","https://santee.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"santodomingo.nsopw.gov","nsopw.gov","https://santodomingo.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"sbtribes.nsopw.gov","nsopw.gov","https://sbtribes.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"scat.nsopw.gov","nsopw.gov","https://scat.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"sctribe.nsopw.gov","nsopw.gov","https://sctribe.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"seminolenation.nsopw.gov","nsopw.gov","https://seminolenation.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"shoalwaterbay.nsopw.gov","nsopw.gov","https://shoalwaterbay.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"spiritlake.nsopw.gov","nsopw.gov","https://spiritlake.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"spokanetribe.nsopw.gov","nsopw.gov","https://spokanetribe.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"squaxinisland.nsopw.gov","nsopw.gov","https://squaxinisland.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"srpmic.nsopw.gov","nsopw.gov","https://srpmic.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"srst.nsopw.gov","nsopw.gov","https://srst.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"swinomish.nsopw.gov","nsopw.gov","https://swinomish.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"swo.nsopw.gov","nsopw.gov","https://swo.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"taos.nsopw.gov","nsopw.gov","https://taos.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"temoaktribe.nsopw.gov","nsopw.gov","https://temoaktribe.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"tmbci.nsopw.gov","nsopw.gov","https://tmbci.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"tonation.nsopw.gov","nsopw.gov","https://tonation.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"tontoapache.nsopw.gov","nsopw.gov","https://tontoapache.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"ttsors.nsopw.gov","nsopw.gov","https://ttsors.nsopw.gov","Department of Justice","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"tulalip.nsopw.gov","nsopw.gov","https://tulalip.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"unitedkeetoowahband.nsopw.gov","nsopw.gov","https://unitedkeetoowahband.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"upperskagit.nsopw.gov","nsopw.gov","https://upperskagit.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"usvi.nsopw.gov","nsopw.gov","https://usvi.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"utetribe.nsopw.gov","nsopw.gov","https://utetribe.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"warmsprings.nsopw.gov","nsopw.gov","https://warmsprings.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"washoetribe.nsopw.gov","nsopw.gov","https://washoetribe.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"windriver.nsopw.gov","nsopw.gov","https://windriver.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"winnebagotribe.nsopw.gov","nsopw.gov","https://winnebagotribe.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"wmat.nsopw.gov","nsopw.gov","https://wmat.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"wyandotte.nsopw.gov","nsopw.gov","https://wyandotte.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"yakama.nsopw.gov","nsopw.gov","https://yakama.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"yankton.nsopw.gov","nsopw.gov","https://yankton.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"yavapaiapache.nsopw.gov","nsopw.gov","https://yavapaiapache.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"ypit.nsopw.gov","nsopw.gov","https://ypit.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"zuni.nsopw.gov","nsopw.gov","https://zuni.nsopw.gov","Department of Justice","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"ntia.gov","ntia.gov","https://www.ntia.gov","Department of Commerce","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"classic.ntis.gov","ntis.gov","https://classic.ntis.gov","Department of Commerce","censys-snapshot, dap","Yes","Yes","Yes","Yes","No","No","No","No","No"
"davisbacon.ntis.gov","ntis.gov","http://davisbacon.ntis.gov","Department of Commerce","eot2016, other","No","No","No","","","","","","No"
"dblease.ntis.gov","ntis.gov","https://dblease.ntis.gov","Department of Commerce","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"dea.ntis.gov","ntis.gov","https://dea.ntis.gov","Department of Commerce","censys-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"dmf.ntis.gov","ntis.gov","https://dmf.ntis.gov","Department of Commerce","censys-snapshot, eot2016, other","Yes","Yes","Yes","Yes","No","No","No","No","No"
"dmfcert.ntis.gov","ntis.gov","https://dmfcert.ntis.gov","Department of Commerce","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"ladmf.ntis.gov","ntis.gov","https://ladmf.ntis.gov","Department of Commerce","censys-snapshot, dap","Yes","Yes","Yes","Yes","No","No","No","No","No"
"ntis.gov","ntis.gov","https://ntis.gov","Department of Commerce","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"ntrl.ntis.gov","ntis.gov","https://ntrl.ntis.gov","Department of Commerce","censys-snapshot, eot2016, other","Yes","Yes","Yes","Yes","No","No","No","No","No"
"ra.ntis.gov","ntis.gov","https://ra.ntis.gov","Department of Commerce","censys-snapshot","No","Yes","No","Yes","No","No","No","No","No"
"search.taxmap.ntis.gov","ntis.gov","https://search.taxmap.ntis.gov","Department of Commerce","censys-snapshot, dap","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"servicecontract.ntis.gov","ntis.gov","http://servicecontract.ntis.gov","Department of Commerce","eot2016, other","No","No","No","","","","","","No"
"srs.ntis.gov","ntis.gov","https://srs.ntis.gov","Department of Commerce","censys-snapshot","No","Yes","No","Yes","No","No","No","No","No"
"support.ntis.gov","ntis.gov","http://support.ntis.gov","Department of Commerce","censys-snapshot","No","No","No","Yes","No","No","No","No","No"
"wdol.ntis.gov","ntis.gov","http://wdol.ntis.gov","Department of Commerce","eot2016","No","No","No","","","","","","No"
"ntrc.gov","ntrc.gov","https://www.ntrc.gov","Department of Energy","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"app.ntsb.gov","ntsb.gov","https://app.ntsb.gov","National Transportation Safety Board","rdns-snapshot, eot2016","No","Yes","Preloaded","No","Yes","Yes","No","Yes","No"
"dms.ntsb.gov","ntsb.gov","https://dms.ntsb.gov","National Transportation Safety Board","rdns-snapshot, eot2016","No","Yes","Preloaded","No","Yes","Yes","No","Yes","No"
"foiarequest.ntsb.gov","ntsb.gov","https://foiarequest.ntsb.gov","National Transportation Safety Board","eot2016","Yes","Yes","Preloaded","Yes","No","No","No","No","Ready"
"ntsb.gov","ntsb.gov","http://ntsb.gov","National Transportation Safety Board","dotgov","No","No","Yes","Yes","No","No","No","No","Yes"
"sft.ntsb.gov","ntsb.gov","https://sft.ntsb.gov","National Transportation Safety Board","censys-snapshot, rdns-snapshot","Yes","Yes","Preloaded","Yes","No","No","No","No","No"
"sts.ntsb.gov","ntsb.gov","http://sts.ntsb.gov","National Transportation Safety Board","rdns-snapshot","No","No","Preloaded","Yes","No","No","No","No","No"
"support.ntsb.gov","ntsb.gov","https://support.ntsb.gov","National Transportation Safety Board","censys-snapshot","Yes","Yes","Preloaded","Yes","No","No","No","No","No"
"nutrition.gov","nutrition.gov","https://www.nutrition.gov","U.S. Department of Agriculture","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"helpdesk.nvtc.gov","nvtc.gov","http://helpdesk.nvtc.gov","Department of Justice","censys-snapshot","No","No","Preloaded","Yes","No","No","No","No","No"
"nvtc.gov","nvtc.gov","https://nvtc.gov","Department of Justice","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"tons.nvtc.gov","nvtc.gov","https://tons.nvtc.gov","Department of Justice","censys-snapshot","Yes","Yes","Preloaded","Yes","No","No","No","No","No"
"nwbc.gov","nwbc.gov","https://www.nwbc.gov","Small Business Administration","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"egp.nwcg.gov","nwcg.gov","https://egp.nwcg.gov","U.S. Department of Agriculture","dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"egptest.nwcg.gov","nwcg.gov","https://egptest.nwcg.gov","U.S. Department of Agriculture","dap","Yes","Yes","Yes","Yes","No","No","No","No","No"
"eistest.nwcg.gov","nwcg.gov","http://eistest.nwcg.gov","U.S. Department of Agriculture","censys-snapshot, rdns-snapshot","No","No","No","","","","","","No"
"eisuite-app-new.nwcg.gov","nwcg.gov","https://eisuite-app-new.nwcg.gov","U.S. Department of Agriculture","rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"eisuite-app.nwcg.gov","nwcg.gov","https://eisuite-app.nwcg.gov","U.S. Department of Agriculture","censys-snapshot, rdns-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"eisuite.nwcg.gov","nwcg.gov","https://eisuite.nwcg.gov","U.S. Department of Agriculture","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"fam.nwcg.gov","nwcg.gov","https://fam.nwcg.gov","U.S. Department of Agriculture","censys-snapshot, rdns-snapshot, dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"famit.nwcg.gov","nwcg.gov","https://famit.nwcg.gov","U.S. Department of Agriculture","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"famittest.nwcg.gov","nwcg.gov","https://famittest.nwcg.gov","U.S. Department of Agriculture","censys-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"famtest.nwcg.gov","nwcg.gov","https://famtest.nwcg.gov","U.S. Department of Agriculture","censys-snapshot, rdns-snapshot, dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"fepp.fam.nwcg.gov","nwcg.gov","https://fepp.fam.nwcg.gov","U.S. Department of Agriculture","censys-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"fsapps.nwcg.gov","nwcg.gov","https://fsapps.nwcg.gov","U.S. Department of Agriculture","dap","Yes","Yes","Yes","Yes","No","No","No","No","No"
"gis.nwcg.gov","nwcg.gov","https://gis.nwcg.gov","U.S. Department of Agriculture","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"iba.nwcg.gov","nwcg.gov","https://iba.nwcg.gov","U.S. Department of Agriculture","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"icbs-prod.nwcg.gov","nwcg.gov","https://icbs-prod.nwcg.gov","U.S. Department of Agriculture","censys-snapshot, rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"icbs-qa.nwcg.gov","nwcg.gov","https://icbs-qa.nwcg.gov","U.S. Department of Agriculture","censys-snapshot, rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"icbs-trng.nwcg.gov","nwcg.gov","https://icbs-trng.nwcg.gov","U.S. Department of Agriculture","censys-snapshot, rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"icbsnew-qa.nwcg.gov","nwcg.gov","https://icbsnew-qa.nwcg.gov","U.S. Department of Agriculture","other","Yes","Yes","Yes","Yes","No","No","No","No","No"
"icbsnew-trng.nwcg.gov","nwcg.gov","https://icbsnew-trng.nwcg.gov","U.S. Department of Agriculture","other","Yes","Yes","Yes","Yes","No","No","No","No","No"
"incitest.nwcg.gov","nwcg.gov","https://incitest.nwcg.gov","U.S. Department of Agriculture","censys-snapshot, rdns-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"inciweb.nwcg.gov","nwcg.gov","https://inciweb.nwcg.gov","U.S. Department of Agriculture","censys-snapshot, rdns-snapshot, dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"iqcs.nwcg.gov","nwcg.gov","https://iqcs.nwcg.gov","U.S. Department of Agriculture","censys-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"iqcsgold.nwcg.gov","nwcg.gov","https://iqcsgold.nwcg.gov","U.S. Department of Agriculture","censys-snapshot","No","Yes","No","Yes","No","No","No","No","No"
"iqcsweb.nwcg.gov","nwcg.gov","https://iqcsweb.nwcg.gov","U.S. Department of Agriculture","censys-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"isuite.nwcg.gov","nwcg.gov","https://isuite.nwcg.gov","U.S. Department of Agriculture","censys-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"lo.nationalfiretraining.famittest.nwcg.gov","nwcg.gov","https://lo.nationalfiretraining.famittest.nwcg.gov","U.S. Department of Agriculture","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"lo.nft.nwcg.gov","nwcg.gov","https://lo.nft.nwcg.gov","U.S. Department of Agriculture","censys-snapshot, rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"maps.nwcg.gov","nwcg.gov","https://maps.nwcg.gov","U.S. Department of Agriculture","censys-snapshot, dap","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nafri.famittest.nwcg.gov","nwcg.gov","https://nafri.famittest.nwcg.gov","U.S. Department of Agriculture","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nap-qt.nwcg.gov","nwcg.gov","https://nap-qt.nwcg.gov","U.S. Department of Agriculture","dap","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nap.nwcg.gov","nwcg.gov","https://nap.nwcg.gov","U.S. Department of Agriculture","censys-snapshot, dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"napauth.nwcg.gov","nwcg.gov","https://napauth.nwcg.gov","U.S. Department of Agriculture","other","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nationalfiretraining.famittest.nwcg.gov","nwcg.gov","https://nationalfiretraining.famittest.nwcg.gov","U.S. Department of Agriculture","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nessrtc.nwcg.gov","nwcg.gov","https://nessrtc.nwcg.gov","U.S. Department of Agriculture","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nwcg.gov","nwcg.gov","https://www.nwcg.gov","U.S. Department of Agriculture","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"ois-qt.nwcg.gov","nwcg.gov","https://ois-qt.nwcg.gov","U.S. Department of Agriculture","other","Yes","Yes","Yes","Yes","No","No","No","No","No"
"ois.nwcg.gov","nwcg.gov","https://ois.nwcg.gov","U.S. Department of Agriculture","rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"onlinetraining.nwcg.gov","nwcg.gov","https://onlinetraining.nwcg.gov","U.S. Department of Agriculture","censys-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"qc.nwcg.gov","nwcg.gov","https://qc.nwcg.gov","U.S. Department of Agriculture","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
